,ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanOriginationQuarterNew
89937,EE4D3421726248404CB2E10,335439,2008-05-19 15:13:30.643,C,36,Completed,2011-03-23 00:00:00,0.21933000000000002,0.197,0.187,,,,,,,3,IA,Waiter/Waitress,Full-time,13.0,False,False,,2008-05-05 10:58:44.397000000,660.0,679.0,2005-05-16 00:00:00,6.0,3.0,7.0,3,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1301.0,0.27,547.0,7.0,1.0,2.0,0.19,"$1-24,999",True,1666.666667,55C33422040786856737301,,,,,,,,,0,,70,31805,7500,2008-05-28 00:00:00.000,Q2 2008,BE2B3419206423707059906,277.58,9968.73,7499.17,2469.56,-125.36,0.0,0.0,0.0,0.0,1.0,0,0,0.0,114,
2895,408034216142495325102C6,335452,2008-05-19 15:42:16.897,D,36,Chargedoff,2009-10-28 00:00:00,0.2832,0.26,0.24,,,,,,,6,MN,Laborer,Full-time,8.0,False,False,,2008-05-19 15:14:03.583000000,600.0,619.0,2006-09-07 00:00:00,5.0,5.0,5.0,2,40.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,381.0,0.69,250.0,5.0,1.0,2.0,0.13,"$25,000-49,999",True,2500.0,31E434211221138112B6E92,,,,,,,,,1715,17.0,70,31923,4000,2008-05-29 00:00:00.000,Q2 2008,EDFE342065183297225F8C4,161.16,2009.91,891.62,1118.29,-48.26,-139.79,3124.65,3108.38,0.0,1.0,0,0,0.0,114,
89139,3C8E3421181554177FF9710,335465,2008-05-19 16:03:01.233,B,36,Chargedoff,2009-04-03 00:00:00,0.26465,0.2494,0.2394,,,,,,,4,FL,Food Service Management,Full-time,14.0,True,True,D9BA3399447115535CC61C6,2008-04-29 06:26:52.280000000,700.0,719.0,1991-05-09 00:00:00,14.0,12.0,48.0,9,455.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,21657.0,0.39,12120.0,48.0,0.95,1.0,,$0,False,0.0,8F5E3421732238839ECDC14,,,,,,,,,1924,10.0,69,32060,25000,2008-06-02 00:00:00.000,Q2 2008,1E4C34184625630488358EF,993.2,4966.0,2449.63,2516.37,-100.9,0.0,22550.37,22550.37,0.0,1.0,1,1,10000.0,353,
38060,BFFA34215765860635FAE02,335534,2008-05-19 17:46:15.763,B,36,Completed,2011-02-08 00:00:00,0.26526,0.25,0.24,,,,,,,3,CA,Construction,Full-time,4.0,True,False,,2008-05-06 15:50:24.267000000,700.0,719.0,1998-10-01 00:00:00,11.0,9.0,16.0,6,280.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,37923.0,0.74,13277.0,14.0,0.85,2.0,0.36,"$50,000-74,999",True,4333.333333,51163421175823031B50D51,,,,,,,,,0,,70,31889,20000,2008-05-29 00:00:00.000,Q2 2008,D9153420388200225C5151B,795.2,28512.2,20000.02,8512.18,-340.49,0.0,0.0,0.0,0.0,1.0,1,0,0.0,180,
39117,A09E3420425892193948846,335601,2008-05-19 19:26:05.910,HR,36,Chargedoff,2008-12-30 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,AR,Skilled Labor,Full-time,13.0,False,True,4EE13371935955546BCD820,2008-04-21 19:01:07.057000000,520.0,539.0,1995-06-27 00:00:00,2.0,2.0,17.0,2,60.0,4.0,5.0,6.0,18344.0,9.0,3.0,0.0,1526.0,1.6,0.0,7.0,0.23,0.0,0.03,"$25,000-49,999",True,3166.666667,C9743421802565401FB349A,,,,,,,,,1836,7.0,70,31909,1100,2008-05-29 00:00:00.000,Q2 2008,967C34187969485927E8A66,49.76,99.52,35.67,63.85,-1.82,-90.0,1064.33,1064.33,300.0,1.0,0,0,0.0,16,
1589,6FF83421274403246CE4EB8,335606,2008-05-19 19:33:46.760,A,36,Completed,2008-09-02 00:00:00,0.08638,0.0692,0.0592,,,,,,,4,FL,Military Enlisted,Full-time,31.0,False,True,5AFC33643897547591BD1C8,2008-05-19 19:22:08.793000000,720.0,739.0,1999-09-18 00:00:00,1.0,1.0,8.0,1,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,200.0,4.0,0.75,0.0,0.02,"$1-24,999",True,1920.0833329999998,6A75342307149827621B75B,,,,,,,,,0,,69,32063,1000,2008-06-02 00:00:00.000,Q2 2008,82E93382731078575DCD3A1,30.84,1017.0,1000.0,17.0,-2.46,0.0,0.0,0.0,0.0,1.0,0,0,0.0,54,
55979,BB753421838054585D61717,335611,2008-05-19 19:38:26.173,D,36,Defaulted,2008-12-29 00:00:00,0.31353000000000003,0.2899,0.2799,,,,,,,4,WA,Nurse's Aide,Full-time,39.0,False,False,,2008-05-04 12:26:59.510000000,620.0,639.0,1996-02-15 00:00:00,14.0,14.0,14.0,10,356.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,12949.0,0.55,9758.0,14.0,1.0,10.0,0.29,"$1-24,999",True,1800.0,378B3421001193779DB9A4F,,,,,,,,,1321,7.0,70,31854,1500,2008-05-28 00:00:00.000,Q2 2008,FE1A3420353253321605D4D,62.85,125.7,53.64,72.06,-2.49,0.0,1446.36,1446.36,0.0,1.0,0,0,0.0,26,
102746,8E663421973394723D1C713,335635,2008-05-19 20:25:12.383,D,36,Completed,2010-07-13 00:00:00,0.16460999999999998,0.143,0.133,,,,,,,4,VA,Food Service,Full-time,55.0,False,False,,2008-06-04 13:23:50.813000000,600.0,619.0,2006-07-10 00:00:00,17.0,13.0,17.0,13,179.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,4542.0,0.25,13136.0,17.0,1.0,1.0,0.15,"$1-24,999",True,1833.3333329999998,B36334245180773622A7066,,,,,,,,,0,,69,32924,3000,2008-06-17 00:00:00.000,Q2 2008,AF9B338482195653785BBE6,102.97,3584.5,3000.03,584.47,-40.87,0.0,0.0,0.0,0.0,1.0,0,0,0.0,59,
83249,9D5A3422434489581C0383E,335650,2008-05-19 20:50:36.727,A,36,Completed,2011-05-29 00:00:00,0.13512000000000002,0.121,0.101,,,,,,,2,WI,Truck Driver,Full-time,127.0,True,False,,2008-05-19 19:28:11.863000000,740.0,759.0,1999-09-09 00:00:00,9.0,9.0,15.0,6,295.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15130.0,0.47,16820.0,15.0,0.93,0.0,0.3,"$25,000-49,999",True,3333.333333,F13C3422412680374D6E889,,,,,,,,,0,,70,31974,10500,2008-05-29 00:00:00.000,Q2 2008,C6423420831892213F3C972,345.23,12405.36,10500.0,1905.36,-171.66,0.0,0.0,0.0,0.0,1.0,0,0,0.0,313,
11193,D6243421262887625E166CA,335668,2008-05-19 21:26:20.780,C,36,Completed,2010-05-03 00:00:00,0.12562,0.1045,0.0945,,,,,,,3,UT,Sales - Commission,Full-time,14.0,False,False,,2008-05-19 21:20:40.570000000,640.0,659.0,1993-03-03 00:00:00,7.0,6.0,19.0,6,291.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9435.0,0.61,5319.0,16.0,0.76,0.0,0.07,"$100,000+",True,9166.666667,09B93421616719112F757A3,,,,,,,,,0,,70,32000,3000,2008-05-30 00:00:00.000,Q2 2008,DC073420389842871C42942,97.44,3436.2,3000.01,436.19,-41.74,0.0,0.0,0.0,0.0,1.0,0,0,0.0,61,
58450,F54D342110966406567545A,335720,2008-05-20 00:28:55.040,C,36,Chargedoff,2009-01-27 00:00:00,0.12562,0.1045,0.0945,,,,,,,5,WA,Other,Part-time,27.0,False,False,,2008-04-28 08:28:53.427000000,660.0,679.0,2006-09-27 00:00:00,3.0,2.0,3.0,2,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,800.0,0.53,700.0,3.0,1.0,1.0,0.2,"$1-24,999",True,1500.0,51C63421128411356947CE0,,,,,,,,,1959,8.0,70,31786,7300,2008-05-28 00:00:00.000,Q2 2008,9DDD34186493229672FDB30,237.1,711.3,523.59,187.71,-46.55,-42.5,6776.41,6776.41,235.0,1.0,1,0,0.0,183,
103254,AB413421177904515AEFEDE,335739,2008-05-20 04:29:19.177,C,36,Completed,2011-05-29 00:00:00,0.22115,0.1988,0.1888,,,,,,,4,WA,Medical Technician,Full-time,166.0,True,False,,2008-05-20 04:09:49.483000000,660.0,679.0,1996-07-10 00:00:00,15.0,13.0,48.0,10,1752.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,77410.0,0.65,40655.0,47.0,0.97,1.0,0.45,"$50,000-74,999",True,5833.333333,CA673422595569333F5EDC0,,,,,,,,,0,,70,31968,2000,2008-05-29 00:00:00.000,Q2 2008,022B342019810117539E5F7,72.44,2672.96,1999.99,672.97,-33.84,0.0,0.0,0.0,0.0,1.0,0,0,0.0,72,
52761,0AB63422288368687D7206B,335740,2008-05-20 04:32:18.667,A,36,Defaulted,2009-05-23 00:00:00,0.09479,0.081,0.071,,,,,,,6,MN,Skilled Labor,Self-employed,38.0,True,False,,2008-06-13 03:50:57.810000000,740.0,759.0,1995-10-21 00:00:00,15.0,12.0,33.0,10,500.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,29481.0,0.58,20619.0,29.0,0.96,0.0,0.23,"$50,000-74,999",True,5000.0,B6D73423097338797F6881B,,,,,,,,,339,12.0,69,33167,5000,2008-06-23 00:00:00.000,Q2 2008,4ECD3419874305610060E42,156.91,941.46,751.0,190.46,-23.51,0.0,4249.02,4249.0,0.0,1.0,0,0,0.0,188,
36946,3995342046796269975E3A4,335796,2008-05-20 07:08:58.457,B,36,Chargedoff,2011-09-21 00:00:00,0.14923,0.135,0.125,,,,,,,7,IL,Accountant/CPA,Full-time,30.0,False,False,,2008-05-20 07:02:53.527000000,680.0,699.0,1993-05-18 00:00:00,13.0,10.0,22.0,10,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11620.0,0.6,7114.0,21.0,0.66,0.0,0.15,"$25,000-49,999",True,3750.0,1E8034208115926758133EB,,,,,,,,,1023,40.0,70,31555,1500,2008-05-22 00:00:00.000,Q2 2008,BDD43422228005623758CA4,50.9,1776.6,1317.4,459.2,-25.13,-102.0,182.61,182.6,0.0,1.0,0,0,0.0,24,
69458,FD89342218800825675068E,335797,2008-05-20 07:10:03.957,C,36,Completed,2011-05-13 00:00:00,0.17322,0.1515,0.1415,,,,,,,4,IA,Retail Management,Full-time,19.0,False,False,,2008-05-20 07:02:44.997000000,640.0,659.0,1989-02-04 00:00:00,6.0,5.0,33.0,6,40.0,2.0,13.0,0.0,0.0,10.0,1.0,0.0,770.0,0.96,53.0,32.0,0.65,0.0,0.22,"$25,000-49,999",True,2750.0,831C342171205378609D831,,,,,,,,,0,,70,31955,4500,2008-05-29 00:00:00.000,Q2 2008,E51E3422215356259230DF8,43.92,5783.28,4500.01,1283.27,-76.24,-117.91,0.0,0.0,0.0,1.0,0,0,0.0,96,
96789,79943420526030664801102,335827,2008-05-20 07:59:09.437,B,36,Completed,2010-03-29 00:00:00,0.20925,0.1945,0.1845,,,,,,,4,MD,Food Service Management,Full-time,88.0,False,False,,2008-05-13 10:50:06.683000000,700.0,719.0,2003-12-29 00:00:00,11.0,10.0,12.0,9,65.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,8228.0,0.22,28747.0,12.0,1.0,1.0,0.34,"$50,000-74,999",True,4166.666667,AFEC34217859781397321B8,,,,,,,,,0,,70,31930,15000,2008-05-29 00:00:00.000,Q2 2008,B59D342039521063779D9C8,553.26,18654.41,15000.0,3654.41,-187.89,0.0,0.0,0.0,0.0,1.0,1,1,100.0,286,
70493,FF553421899639834C0484A,335929,2008-05-20 10:42:09.013,AA,36,Completed,2010-10-18 00:00:00,0.127,0.12,0.11,,,,,,,3,OH,Professional,Full-time,24.0,True,False,,2008-05-15 06:14:08.320000000,780.0,799.0,2001-08-27 00:00:00,3.0,3.0,13.0,2,31.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1249.0,0.11,9551.0,12.0,1.0,1.0,0.13,"$75,000-99,999",True,6666.666667,729A342183609387517F220,1.0,1.0,1.0,0.0,0.0,6000.0,0.0,40.0,0,,70,31976,25000,2008-05-29 00:00:00.000,Q2 2008,B46B3390647941666204E04,830.36,29455.27,25000.01,4455.26,-371.26,0.0,0.0,0.0,0.0,1.0,1,0,0.0,568,
103214,863634222625957937DBD3F,335944,2008-05-20 11:12:22.900,D,36,Chargedoff,2009-01-28 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,NY,Administrative Assistant,Full-time,10.0,False,False,,2008-05-20 10:57:38.017000000,620.0,639.0,2007-08-28 00:00:00,2.0,2.0,4.0,2,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,585.0,0.39,915.0,2.0,1.0,2.0,0.23,"$1-24,999",True,666.666667,51EF3421402835393FA02F5,,,,,,,,,1990,8.0,70,31727,3000,2008-05-27 00:00:00.000,Q2 2008,F2EB3420782125268434D9A,135.71,407.13,146.12,261.01,-7.46,0.0,2853.88,2853.88,0.0,1.0,0,0,0.0,43,
90193,788B3422409597312D2287F,335986,2008-05-20 12:07:51.817,AA,36,Completed,2009-05-27 00:00:00,0.07456,0.0575,0.0475,,,,,,,3,KS,Accountant/CPA,Full-time,31.0,True,False,,2008-05-20 11:55:44.303000000,800.0,819.0,1985-07-29 00:00:00,16.0,15.0,45.0,5,90.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4550.0,0.18,20450.0,40.0,1.0,0.0,0.09,"$100,000+",True,11250.0,CE283421467616606F48A51,,,,,,,,,0,,70,31877,1000,2008-05-29 00:00:00.000,Q2 2008,68B53386587041062925F30,30.31,1029.0,1000.0,29.0,-5.04,0.0,0.0,0.0,0.0,1.0,0,0,0.0,37,
76273,BA8E3421474965431ACE2CA,335987,2008-05-20 12:07:52.097,AA,36,Defaulted,2009-11-28 00:00:00,0.08764,0.0808,0.0708,,,,,,,4,MN,Other,Full-time,64.0,True,False,,2008-05-20 12:04:20.047000000,760.0,779.0,1985-01-01 00:00:00,18.0,14.0,43.0,13,368.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,11190.0,0.26,28067.0,37.0,0.81,4.0,0.2,"$25,000-49,999",True,3333.333333,420A342157137420114B74B,,,,,,,,,356,18.0,70,31698,3000,2008-05-27 00:00:00.000,Q2 2008,A69E342045057134713A97E,94.12,1223.56,995.53,228.03,-28.22,0.0,2004.47,2004.47,0.0,1.0,0,0,0.0,47,
90049,F81D3422384282481ACEA1F,336001,2008-05-20 12:27:02.680,C,36,Completed,2011-01-03 00:00:00,0.19196,0.17,0.16,,,,,,,4,MN,Nurse (RN),Full-time,28.0,True,False,,2008-05-20 12:24:23.553000000,640.0,659.0,1984-06-01 00:00:00,21.0,18.0,59.0,15,800.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,30946.0,0.98,251.0,39.0,1.0,0.0,0.35,"$25,000-49,999",True,4000.0,BC1D342243840358986E72C,,,,,,,,,0,,70,31693,3500,2008-05-27 00:00:00.000,Q2 2008,918F34222949468497D77C4,124.78,4468.81,3500.02,968.79,-56.98,0.0,0.0,0.0,0.0,1.0,0,0,0.0,50,
50514,E8923420814165227A4DA8B,336003,2008-05-20 12:29:45.513,AA,36,Defaulted,2009-04-30 00:00:00,0.10692,0.1,0.09,,,,,,,2,CA,Teacher,Full-time,55.0,False,False,,2008-05-18 07:31:28.400000000,760.0,779.0,1979-07-15 00:00:00,10.0,9.0,25.0,9,97.0,0.0,1.0,3.0,759.0,3.0,1.0,0.0,3240.0,0.85,560.0,19.0,0.8,0.0,0.08,"$25,000-49,999",True,3123.083333,D38B3421829362357B2F18F,,,,,,,,,1621,11.0,70,31893,5000,2008-05-29 00:00:00.000,Q2 2008,3A423415595141232E4AE7B,161.34,968.04,731.19,236.85,-23.68,0.0,4268.81,4268.81,0.0,1.0,0,0,0.0,141,
6339,2ED93421114540438BF5B16,336040,2008-05-20 13:32:35.413,A,36,Completed,2011-05-29 00:00:00,0.15024,0.136,0.126,,,,,,,4,CA,Computer Programmer,Full-time,79.0,False,False,,2008-05-13 13:13:43.597000000,720.0,739.0,1996-04-29 00:00:00,19.0,12.0,46.0,6,442.0,1.0,5.0,0.0,0.0,9.0,0.0,0.0,17027.0,0.1,21413.0,38.0,0.84,0.0,0.43,"$50,000-74,999",True,6222.083333,51A134213168392990B206A,,,,,,,,,0,,70,31880,4000,2008-05-29 00:00:00.000,Q2 2008,5AD434210209504530480F4,133.97,4895.44,4000.01,895.43,-65.84,0.0,0.0,0.0,0.0,1.0,0,0,0.0,37,
77832,F6513421006671096A304B0,336096,2008-05-20 14:57:33.603,A,36,Completed,2009-04-07 00:00:00,0.11364,0.0997,0.0897,,,,,,,5,SC,Engineer - Electrical,Full-time,2.0,True,True,783C3371218786870A73D20,2008-05-20 14:49:44.003000000,720.0,739.0,1993-11-01 00:00:00,6.0,6.0,19.0,2,39.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.93,0.0,,$0,False,0.0,336034216442203612BA9A7,,,,,,,,,0,,70,31874,1300,2008-05-29 00:00:00.000,Q2 2008,BBF23410674037553DA1199,41.93,1398.57,1300.0,98.57,-9.89,0.0,0.0,0.0,0.0,1.0,0,0,0.0,72,
72810,8F963420871499311DAEC8A,336101,2008-05-20 15:04:56.380,A,36,Completed,2009-12-09 00:00:00,0.27535,0.26,0.25,,,,,,,3,DC,Social Worker,Full-time,1.0,True,False,,2008-05-20 15:02:53.300000000,720.0,739.0,1983-04-01 00:00:00,7.0,7.0,12.0,6,1884.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,152488.0,0.97,3912.0,10.0,1.0,2.0,0.61,"$25,000-49,999",True,3583.333333,BBB534227395764873D0D18,,,,,,,,,0,,70,31980,22000,2008-05-30 00:00:00.000,Q2 2008,E0EA3420423636190542598,886.39,29159.26,22000.0,7159.26,-275.36,0.0,0.0,0.0,0.0,1.0,1,0,0.0,361,
6249,9D4A3420387382791DC95E4,336116,2008-05-20 15:24:15.090,B,36,Defaulted,2010-11-29 00:00:00,0.24477,0.2297,0.2197,,,,,,,4,OH,Nurse (LPN),Full-time,66.0,True,False,,2008-05-12 14:42:39.410000000,700.0,719.0,1971-07-01 00:00:00,10.0,9.0,34.0,6,392.0,1.0,7.0,1.0,0.0,6.0,1.0,0.0,12442.0,0.57,9080.0,31.0,0.93,1.0,0.37,"$25,000-49,999",True,3166.666667,856C342241482027708142C,,,,,,,,,150,30.0,70,32046,8000,2008-05-30 00:00:00.000,Q2 2008,0F1D3420013814287C6B6C0,0.0,7738.75,4950.13,2788.62,-129.47,-17.85,3049.89,0.0,984.28,1.0,0,0,0.0,105,
7533,86853420824940625E4DAFE,336143,2008-05-20 16:12:24.330,AA,36,Completed,2010-03-29 00:00:00,0.06746,0.059,0.049,,,,,,,4,FL,Other,Full-time,4.0,True,True,48E63378884772769C0EA49,2008-05-20 16:11:18.643000000,840.0,859.0,1984-04-01 00:00:00,9.0,7.0,33.0,5,91.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2593.0,0.04,60807.0,13.0,1.0,0.0,0.08,"$50,000-74,999",True,5084.083333,67BD3421100019861263B04,,,,,,,,,0,,70,31878,2000,2008-05-29 00:00:00.000,Q2 2008,8FB534206862745849D57A7,60.75,2117.17,2000.0,117.17,-19.86,0.0,0.0,0.0,0.0,1.0,0,0,0.0,72,
7024,A34C3422380006420D6F994,336153,2008-05-20 16:22:27.813,A,36,Completed,2009-09-08 00:00:00,0.11445999999999999,0.097,0.087,,,,,,,4,WA,Sales - Commission,Full-time,11.0,False,False,,2008-05-20 16:01:09.960000000,720.0,739.0,2006-11-25 00:00:00,4.0,4.0,4.0,4,68.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,461.0,0.09,4239.0,4.0,1.0,1.0,,$0,False,0.0,7EF434229033680698850BD,,,,,,,,,0,,70,31935,1000,2008-05-29 00:00:00.000,Q2 2008,ABD43417196947121631A7C,32.13,1101.97,1000.0,101.97,-10.51,0.0,0.0,0.0,0.0,1.0,0,0,0.0,20,
18554,1C8234206900806484F92B1,336174,2008-05-20 16:56:09.507,AA,36,Chargedoff,2009-06-30 00:00:00,0.07178,0.065,0.055,,,,,,,5,MO,Laborer,Full-time,20.0,True,False,,2008-05-20 16:50:40.360000000,780.0,799.0,1988-04-21 00:00:00,2.0,2.0,12.0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.05,4750.0,11.0,1.0,1.0,0.09,"$25,000-49,999",True,2083.333333,0A4D3421605452820259F4F,,,,,,,,,1836,13.0,70,31952,6000,2008-05-29 00:00:00.000,Q2 2008,5A903420951184909174C0F,183.89,1471.12,1232.66,238.46,-36.69,0.0,4767.34,4767.34,105.94,1.0,0,0,0.0,237,
52822,1F50342146486418546BE32,336221,2008-05-20 18:00:46.130,D,36,Completed,2009-02-02 00:00:00,0.16460999999999998,0.143,0.133,,,,,,,3,TN,Other,Full-time,81.0,False,False,,2008-05-16 07:16:10.313000000,620.0,639.0,2000-07-19 00:00:00,12.0,11.0,18.0,9,267.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,7074.0,0.83,538.0,15.0,0.86,1.0,0.32,"$25,000-49,999",True,3000.0,F60B3423003641253A70EA2,,,,,,,,,0,,70,31975,7500,2008-05-29 00:00:00.000,Q2 2008,20E934213344842870659A9,257.43,8001.98,7500.0,501.98,-35.1,0.0,0.0,0.0,0.0,1.0,0,0,0.0,246,
63663,58983421288513706327D6E,336236,2008-05-20 18:29:50.100,A,36,Completed,2011-05-28 00:00:00,0.09727999999999999,0.08,0.07,,,,,,,3,FL,Other,Self-employed,27.0,False,False,,2008-05-20 18:05:34.667000000,720.0,739.0,1998-09-04 00:00:00,8.0,7.0,13.0,6,709.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,43828.0,0.46,49536.0,12.0,1.0,3.0,0.24,"$50,000-74,999",True,5000.0,49BF34221008914295531D0,,,,,,,,,0,,70,31855,1000,2008-05-28 00:00:00.000,Q2 2008,C4C13420476126923B87476,31.34,1128.11,1000.02,128.09,-15.65,0.0,0.0,0.0,0.0,1.0,0,0,0.0,37,
88226,5DF63421389666066D14DCB,336237,2008-05-20 18:30:12.337,HR,36,Chargedoff,2011-07-23 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,4,FL,Teacher,Full-time,24.0,False,False,,2008-05-20 18:06:33.387000000,540.0,559.0,1991-07-15 00:00:00,3.0,2.0,25.0,1,20.0,3.0,5.0,3.0,2535.0,23.0,1.0,0.0,346.0,0.98,4.0,19.0,0.25,0.0,0.2,"$25,000-49,999",True,3252.083333,AC9E34210298222895A249E,,,,,,,,,1083,38.0,70,31662,1500,2008-05-23 00:00:00.000,Q2 2008,0D8E34217709779470B8296,67.85,2059.05,945.9,1113.15,-31.36,0.0,554.09,554.1,0.0,1.0,0,0,0.0,2,
58342,0A263420786369531B7E1E4,336266,2008-05-20 19:02:00.213,AA,36,Chargedoff,2010-02-26 00:00:00,0.11596,0.109,0.089,,,,,,,5,NY,Teacher,Full-time,31.0,False,False,,2008-05-20 19:01:35.857000000,780.0,799.0,1981-10-31 00:00:00,26.0,26.0,77.0,20,202.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,3685.0,0.07,46120.0,37.0,0.91,1.0,0.38,"$50,000-74,999",True,5000.0,7B0D34224700225702DF834,,,,,,,,,1594,21.0,70,31804,9900,2008-05-28 00:00:00.000,Q2 2008,115B341788807522269E060,323.64,5086.19,3982.34,1103.85,-108.23,0.0,5953.57,5917.66,0.0,1.0,0,0,0.0,222,
83175,1FB63421415569010FDA557,336276,2008-05-20 19:11:28.663,B,36,Completed,2011-05-29 00:00:00,0.13562000000000002,0.1215,0.1115,,,,,,,4,CO,Truck Driver,Full-time,13.0,False,False,,2008-05-20 17:42:14.873000000,700.0,719.0,1988-10-12 00:00:00,2.0,2.0,23.0,3,25.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,499.0,0.62,301.0,20.0,0.55,1.0,0.06,"$25,000-49,999",True,3750.0,EF8B3422392693270023ABE,,,,,,,,,0,,70,31887,6000,2008-05-29 00:00:00.000,Q2 2008,144734204888777788E270E,197.63,7192.01,6000.0,1192.01,-98.09,0.0,0.0,0.0,0.0,1.0,0,0,0.0,222,
33916,368A3420915983323EE85F3,336286,2008-05-20 19:24:33.523,B,36,Chargedoff,2011-08-31 00:00:00,0.17394,0.1595,0.1495,,,,,,,4,CA,Professional,Full-time,75.0,False,False,,2008-05-20 19:13:52.620000000,680.0,699.0,1975-07-22 00:00:00,14.0,13.0,30.0,10,516.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16005.0,0.71,5573.0,27.0,0.96,1.0,0.27,"$50,000-74,999",True,6125.0,0D743422936641178C4ADA4,,,,,,,,,1046,40.0,70,31962,15000,2008-05-29 00:00:00.000,Q2 2008,9FCA3420216590141F20E61,526.99,18497.35,13866.58,4630.77,-267.64,-1075.08,1133.42,1092.91,59.49,1.0,0,0,0.0,317,
43159,DA2F3421041510970772104,336288,2008-05-20 19:25:55.290,AA,36,Completed,2010-06-23 00:00:00,0.08893999999999999,0.0775,0.0675,,,,,,,3,OH,Engineer - Mechanical,Self-employed,52.0,False,False,,2008-05-20 19:17:02.950000000,760.0,779.0,2000-09-11 00:00:00,3.0,3.0,6.0,2,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,36453.0,6.0,0.83,0.0,,$0,False,0.0,09553421151895531F0B01F,,,,,,,,,0,,70,31897,1500,2008-05-29 00:00:00.000,Q2 2008,1AB83403988898561443071,46.83,1652.94,1499.98,152.96,-19.74,0.0,0.0,0.0,0.0,1.0,0,0,0.0,78,
